{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': 915592833.0, 'RTT': 19891977.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167963.0, 7762908.0), 'adjusted_system_time': (1589167963.0, -143619379.0), 'current_drift': 91377515.3566209, 'average_drift': 8618843.387156414, 'average_RTT': 136165588.353223}
{'offset': 395553083.5, 'RTT': 160584450.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167973.0, 224198579.0), 'adjusted_system_time': (1589167973.0, 72816292.0), 'current_drift': 38930150.666677445, 'average_drift': 8632039.428636396, 'average_RTT': 136176219.1158032}
{'offset': 79617933.5, 'RTT': 157110929.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167983.0, 436670064.0), 'adjusted_system_time': (1589167983.0, 285287777.0), 'current_drift': 7838639.752636692, 'average_drift': 8631694.172032392, 'average_RTT': 136185329.08529156}
{'offset': -206649218.0, 'RTT': 162464857.0, 'smoothed_offset': 915592833.0, 'smoothed_RTT': 19891977.0, 'drop_rate': 4.0, 'current_system_time': (1589167993.0, 653398036.0), 'adjusted_system_time': (1589167994.0, 568990869.0), 'current_drift': -20334556.715112094, 'average_drift': 8619094.671863995, 'average_RTT': 136196759.9369291}
{'offset': -714352523.5, 'RTT': 21231652.0, 'smoothed_offset': 915592833.0, 'smoothed_RTT': 19891977.0, 'drop_rate': 4.0, 'current_system_time': (1589168003.0, 729609727.0), 'adjusted_system_time': (1589168004.0, 645202560.0), 'current_drift': -71283904.84391528, 'average_drift': 8584354.237291919, 'average_RTT': 136146775.1073913}
{'offset': 486164630.0, 'RTT': 158525467.0, 'smoothed_offset': 915592833.0, 'smoothed_RTT': 19891977.0, 'drop_rate': 4.0, 'current_system_time': (1589168013.0, 944807529.0), 'adjusted_system_time': (1589168014.0, 860400362.0), 'current_drift': 47857795.06871418, 'average_drift': 8601422.225484626, 'average_RTT': 136156500.74489352}
{'offset': 154933174.5, 'RTT': 156117439.0, 'smoothed_offset': 915592833.0, 'smoothed_RTT': 19891977.0, 'drop_rate': 4.0, 'current_system_time': (1589168024.0, 155171871.0), 'adjusted_system_time': (1589168025.0, 70764704.0), 'current_drift': 15255157.832760857, 'average_drift': 8604312.640605077, 'average_RTT': 136165171.87358817}
{'offset': -141422358.0, 'RTT': 158495664.0, 'smoothed_offset': -714352523.5, 'smoothed_RTT': 21231652.0, 'drop_rate': 4.0, 'current_system_time': (1589168034.0, 368449211.0), 'adjusted_system_time': (1589168034.0, -345903312.5), 'current_drift': -13921584.718609178, 'average_drift': 8594531.530158175, 'average_RTT': 136174868.13590968}
{'offset': -396530927.5, 'RTT': 149245501.0, 'smoothed_offset': -714352523.5, 'smoothed_RTT': 21231652.0, 'drop_rate': 4.0, 'current_system_time': (1589168044.0, 588511228.0), 'adjusted_system_time': (1589168044.0, -125841295.5), 'current_drift': -39069990.716150284, 'average_drift': 8573843.80348877, 'average_RTT': 136180541.15364584}
{'offset': 139718244.5, 'RTT': 153736830.0, 'smoothed_offset': -714352523.5, 'smoothed_RTT': 21231652.0, 'drop_rate': 4.0, 'current_system_time': (1589168054.0, 750545501.0), 'adjusted_system_time': (1589168054.0, 36192977.5), 'current_drift': 13760278.293523587, 'average_drift': 8576093.88352783, 'average_RTT': 136188157.764859}
{'offset': 549190119.5, 'RTT': 157748699.0, 'smoothed_offset': -714352523.5, 'smoothed_RTT': 21231652.0, 'drop_rate': 4.0, 'current_system_time': (1589168064.0, 968619823.0), 'adjusted_system_time': (1589168064.0, 254267299.5), 'current_drift': 54066125.84873911, 'average_drift': 8595820.697042666, 'average_RTT': 136197507.52254987}
{'offset': 253674935.0, 'RTT': 153789520.0, 'smoothed_offset': -396530927.5, 'smoothed_RTT': 149245501.0, 'drop_rate': 4.0, 'current_system_time': (1589168075.0, 177901506.0), 'adjusted_system_time': (1589168075.0, -218629421.5), 'current_drift': 24983276.883998282, 'average_drift': 8602924.059065621, 'average_RTT': 136205133.01560467}
{'offset': -65342295.5, 'RTT': 183908939.0, 'smoothed_offset': -396530927.5, 'smoothed_RTT': 149245501.0, 'drop_rate': 4.0, 'current_system_time': (1589168085.0, 417875766.0), 'adjusted_system_time': (1589168085.0, 21344838.5), 'current_drift': -6416229.356663535, 'average_drift': 8596416.62690976, 'average_RTT': 136225801.90901214}
{'offset': -281336367.0, 'RTT': 147078276.0, 'smoothed_offset': -281336367.0, 'smoothed_RTT': 147078276.0, 'drop_rate': 4.0, 'current_system_time': (1589168095.0, 621764421.0), 'adjusted_system_time': (1589168095.0, 340428054.0), 'current_drift': -27725849.682801835, 'average_drift': 8580685.892258521, 'average_RTT': 136230501.98440883}
{'offset': -552430506.5, 'RTT': 154640198.0, 'smoothed_offset': -281336367.0, 'smoothed_RTT': 147078276.0, 'drop_rate': 4.0, 'current_system_time': (1589168105.0, 851010322.0), 'adjusted_system_time': (1589168105.0, 569673955.0), 'current_drift': -54401780.44011875, 'average_drift': 8553420.7553181, 'average_RTT': 136238471.54978356}
{'offset': 641485461.0, 'RTT': 23262501.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168115.0, 929548501.0), 'adjusted_system_time': (1589168116.0, 571033962.0), 'current_drift': 63999666.868547074, 'average_drift': 8577413.072978517, 'average_RTT': 136189585.36607528}
{'offset': 95585840.0, 'RTT': 159357071.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168126.0, 143256425.0), 'adjusted_system_time': (1589168126.0, 784741886.0), 'current_drift': 9408650.501403367, 'average_drift': 8577772.604738217, 'average_RTT': 136199605.90484428}
{'offset': -239352346.0, 'RTT': 160973787.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168136.0, 341529846.0), 'adjusted_system_time': (1589168136.0, 983015307.0), 'current_drift': -23556044.038439363, 'average_drift': 8563879.90407104, 'average_RTT': 136210316.74837872}
{'offset': 457009993.0, 'RTT': 151294232.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168146.0, 547908306.0), 'adjusted_system_time': (1589168147.0, 189393767.0), 'current_drift': 45019874.5652908, 'average_drift': 8579634.43936111, 'average_RTT': 136216835.29429558}
{'offset': -198679171.5, 'RTT': 25627136.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168156.0, 584140062.0), 'adjusted_system_time': (1589168157.0, 225625523.0), 'current_drift': -19817131.517546993, 'average_drift': 8567368.017781453, 'average_RTT': 136169064.36587474}
{'offset': 263469141.5, 'RTT': 158131838.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168166.0, 798347711.0), 'adjusted_system_time': (1589168167.0, 439833172.0), 'current_drift': 25936771.21952707, 'average_drift': 8574867.760096543, 'average_RTT': 136178547.42875648}
{'offset': 670709813.5, 'RTT': 161182642.0, 'smoothed_offset': 641485461.0, 'smoothed_RTT': 23262501.0, 'drop_rate': 4.0, 'current_system_time': (1589168177.0, 15776157.0), 'adjusted_system_time': (1589168177.0, 657261618.0), 'current_drift': 66007062.08426009, 'average_drift': 8599655.06882514, 'average_RTT': 136189339.0103582}
{'offset': 264464504.5, 'RTT': 153546572.0, 'smoothed_offset': -198679171.5, 'smoothed_RTT': 25627136.0, 'drop_rate': 4.0, 'current_system_time': (1589168187.0, 185299158.0), 'adjusted_system_time': (1589168187.0, -13380013.5), 'current_drift': 26046515.13878928, 'average_drift': 8607181.755654288, 'average_RTT': 136196827.03149268}
{'offset': -96024372.0, 'RTT': 143571854.0, 'smoothed_offset': -198679171.5, 'smoothed_RTT': 25627136.0, 'drop_rate': 4.0, 'current_system_time': (1589168197.0, 366631507.0), 'adjusted_system_time': (1589168197.0, 167952335.5), 'current_drift': -9466524.551914511, 'average_drift': 8599388.005629463, 'average_RTT': 136200007.29322985}
{'offset': -429318616.0, 'RTT': 149809599.0, 'smoothed_offset': -198679171.5, 'smoothed_RTT': 25627136.0, 'drop_rate': 4.0, 'current_system_time': (1589168207.0, 573012590.0), 'adjusted_system_time': (1589168207.0, 374333418.5), 'current_drift': -42298194.05107838, 'average_drift': 8577449.392673986, 'average_RTT': 136205873.49655172}
{'offset': 243142641.0, 'RTT': 143615484.0, 'smoothed_offset': -198679171.5, 'smoothed_RTT': 25627136.0, 'drop_rate': 4.0, 'current_system_time': (1589168217.0, 772567272.0), 'adjusted_system_time': (1589168217.0, 573888100.5), 'current_drift': 23970017.53305025, 'average_drift': 8584081.26175644, 'average_RTT': 136209065.91813874}
{'offset': 624859976.5, 'RTT': 169684171.0, 'smoothed_offset': -96024372.0, 'smoothed_RTT': 143571854.0, 'drop_rate': 4.0, 'current_system_time': (1589168227.0, 998051404.0), 'adjusted_system_time': (1589168227.0, 902027032.0), 'current_drift': 61443400.403904244, 'average_drift': 8606845.82641714, 'average_RTT': 136223482.41472867}
{'offset': 196352325.5, 'RTT': 161577701.0, 'smoothed_offset': -96024372.0, 'smoothed_RTT': 143571854.0, 'drop_rate': 4.0, 'current_system_time': (1589168238.0, 173514127.0), 'adjusted_system_time': (1589168238.0, 77489755.0), 'current_drift': 19323015.70460628, 'average_drift': 8611458.899976412, 'average_RTT': 136234396.84373656}
{'offset': -74861547.5, 'RTT': 167505503.0, 'smoothed_offset': -96024372.0, 'smoothed_RTT': 143571854.0, 'drop_rate': 4.0, 'current_system_time': (1589168248.0, 395986080.0), 'adjusted_system_time': (1589168248.0, 299961708.0), 'current_drift': -7362823.406184686, 'average_drift': 8604585.284526257, 'average_RTT': 136247852.5692771}
{'offset': 458502857.5, 'RTT': 158002854.0, 'smoothed_offset': -96024372.0, 'smoothed_RTT': 143571854.0, 'drop_rate': 4.0, 'current_system_time': (1589168258.0, 956220388.0), 'adjusted_system_time': (1589168258.0, 860196016.0), 'current_drift': 45137106.583845034, 'average_drift': 8620298.19691306, 'average_RTT': 136257209.5591398}
{'offset': 179217396.5, 'RTT': 174797296.0, 'smoothed_offset': 243142641.0, 'smoothed_RTT': 143615484.0, 'drop_rate': 4.0, 'current_system_time': (1589168269.0, 149303913.0), 'adjusted_system_time': (1589168269.0, 392446554.0), 'current_drift': 17613854.24065946, 'average_drift': 8624164.730035909, 'average_RTT': 136273778.81384352}
{'offset': 688592145.5, 'RTT': 154695749.0, 'smoothed_offset': 243142641.0, 'smoothed_RTT': 143615484.0, 'drop_rate': 4.0, 'current_system_time': (1589168279.0, 325717687.0), 'adjusted_system_time': (1589168279.0, 568860328.0), 'current_drift': 67810219.28380378, 'average_drift': 8649599.218456091, 'average_RTT': 136281695.43188655}
{'offset': 466804690.0, 'RTT': 172290086.0, 'smoothed_offset': 688592145.5, 'smoothed_RTT': 154695749.0, 'drop_rate': 4.0, 'current_system_time': (1589168289.0, 554988145.0), 'adjusted_system_time': (1589168290.0, 243580290.5), 'current_drift': 45889832.678135835, 'average_drift': 8665595.88231334, 'average_RTT': 136297162.95360824}
{'offset': 235067216.5, 'RTT': 154304981.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168299.0, 774875640.0), 'adjusted_system_time': (1589168300.0, 9942856.5), 'current_drift': 23149513.131606817, 'average_drift': 8671814.824884959, 'average_RTT': 136304894.94933447}
{'offset': 674432920.5, 'RTT': 170867682.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168310.0, 1573801.0), 'adjusted_system_time': (1589168310.0, 236641017.5), 'current_drift': 66310263.940763354, 'average_drift': 8696552.356694346, 'average_RTT': 136319728.76351932}
{'offset': 321946220.5, 'RTT': 155531406.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168320.0, 213243961.0), 'adjusted_system_time': (1589168320.0, 448311177.5), 'current_drift': 31701563.180612158, 'average_drift': 8706421.516206967, 'average_RTT': 136327970.58129558}
{'offset': 177819442.5, 'RTT': 176004171.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168330.0, 461391925.0), 'adjusted_system_time': (1589168330.0, 696459141.5), 'current_drift': 17474387.73725715, 'average_drift': 8710181.364500728, 'average_RTT': 136344984.38936535}
{'offset': -131367543.0, 'RTT': 154538870.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168340.0, 669940471.0), 'adjusted_system_time': (1589168340.0, 905007687.5), 'current_drift': -12936829.991178123, 'average_drift': 8700902.748403138, 'average_RTT': 136352782.8829833}
{'offset': 314162977.0, 'RTT': 165988207.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168350.0, 891825199.0), 'adjusted_system_time': (1589168351.0, 126892415.5), 'current_drift': 30903338.721529957, 'average_drift': 8710415.360216817, 'average_RTT': 136365480.1512425}
{'offset': -18453901.5, 'RTT': 156752110.0, 'smoothed_offset': 235067216.5, 'smoothed_RTT': 154304981.0, 'drop_rate': 4.0, 'current_system_time': (1589168361.0, 112843751.0), 'adjusted_system_time': (1589168361.0, 347910967.5), 'current_drift': -1816909.7069752153, 'average_drift': 8705906.869824016, 'average_RTT': 136374211.04197}
{'offset': -222439461.5, 'RTT': 168012619.0, 'smoothed_offset': -131367543.0, 'smoothed_RTT': 154538870.0, 'drop_rate': 4.0, 'current_system_time': (1589168371.0, 339965581.0), 'adjusted_system_time': (1589168371.0, 208598038.0), 'current_drift': -21876395.106389668, 'average_drift': 8692815.130964337, 'average_RTT': 136387754.88099316}
{'offset': 481862072.0, 'RTT': 163661480.0, 'smoothed_offset': -131367543.0, 'smoothed_RTT': 154538870.0, 'drop_rate': 4.0, 'current_system_time': (1589168381.0, 559261798.0), 'adjusted_system_time': (1589168381.0, 427894255.0), 'current_drift': 47410283.48378246, 'average_drift': 8709382.297568025, 'average_RTT': 136399425.28112966}
{'offset': 254347675.5, 'RTT': 162988901.0, 'smoothed_offset': -131367543.0, 'smoothed_RTT': 154538870.0, 'drop_rate': 4.0, 'current_system_time': (1589168391.0, 780195474.0), 'adjusted_system_time': (1589168391.0, 648827931.0), 'current_drift': 25026857.549256314, 'average_drift': 8716361.542756941, 'average_RTT': 136410798.02523524}
{'offset': 597701959.5, 'RTT': 151372910.0, 'smoothed_offset': 597701959.5, 'smoothed_RTT': 151372910.0, 'drop_rate': 4.0, 'current_system_time': (1589168401.0, 992938041.0), 'adjusted_system_time': (1589168402.0, 590640000.5), 'current_drift': 58878928.47589224, 'average_drift': 8737807.702198213, 'average_RTT': 136417194.82385635}
{'offset': 408630324.0, 'RTT': 151497602.0, 'smoothed_offset': 597701959.5, 'smoothed_RTT': 151372910.0, 'drop_rate': 4.0, 'current_system_time': (1589168412.0, 218185186.0), 'adjusted_system_time': (1589168412.0, 815887145.5), 'current_drift': 40253205.98209013, 'average_drift': 8751275.821121244, 'average_RTT': 136423639.44230768}
{'offset': -134069593.5, 'RTT': 31916857.0, 'smoothed_offset': -134069593.5, 'smoothed_RTT': 31916857.0, 'drop_rate': 4.0, 'current_system_time': (1589168422.0, 304335355.0), 'adjusted_system_time': (1589168422.0, 170265761.5), 'current_drift': -13364304.689831022, 'average_drift': 8741828.755546296, 'average_RTT': 136378997.50192225}
{'offset': 356419405.5, 'RTT': 146013260.0, 'smoothed_offset': -134069593.5, 'smoothed_RTT': 31916857.0, 'drop_rate': 4.0, 'current_system_time': (1589168432.0, 505980491.0), 'adjusted_system_time': (1589168432.0, 371910897.5), 'current_drift': 35129010.41684623, 'average_drift': 8753095.699039593, 'average_RTT': 136383111.19214347}
{'offset': 37849047.0, 'RTT': 161688089.0, 'smoothed_offset': -134069593.5, 'smoothed_RTT': 31916857.0, 'drop_rate': 4.0, 'current_system_time': (1589168442.0, 722495794.0), 'adjusted_system_time': (1589168442.0, 588426200.5), 'current_drift': 3724681.0439863326, 'average_drift': 8750949.555354124, 'average_RTT': 136393911.43875372}
{'offset': 474295787.0, 'RTT': 173765182.0, 'smoothed_offset': -134069593.5, 'smoothed_RTT': 31916857.0, 'drop_rate': 4.0, 'current_system_time': (1589168452.0, 953167676.0), 'adjusted_system_time': (1589168452.0, 819098082.5), 'current_drift': 46619494.21037856, 'average_drift': 8767105.077817872, 'average_RTT': 136409854.81356657}
{'offset': 14035907.5, 'RTT': 27966261.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168463.0, 37229299.0), 'adjusted_system_time': (1589168463.0, 51265206.5), 'current_drift': 1399676.3785083103, 'average_drift': 8763963.317178508, 'average_RTT': 136363610.210661}
{'offset': 468272989.0, 'RTT': 157031536.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168473.0, 248699188.0), 'adjusted_system_time': (1589168473.0, 262735095.5), 'current_drift': 46103331.2085603, 'average_drift': 8779879.501275431, 'average_RTT': 136372420.06820118}
{'offset': 51976389.0, 'RTT': 151793718.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168483.0, 414766073.0), 'adjusted_system_time': (1589168483.0, 428801980.5), 'current_drift': 5119921.704855114, 'average_drift': 8778320.081677468, 'average_RTT': 136378990.7106945}
{'offset': -247576558.0, 'RTT': 175791740.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168493.0, 644164323.0), 'adjusted_system_time': (1589168493.0, 658200230.5), 'current_drift': -24329955.28267366, 'average_drift': 8764219.453328086, 'average_RTT': 136395776.379046}
{'offset': 149015375.5, 'RTT': 31188250.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168503.0, 690240144.0), 'adjusted_system_time': (1589168503.0, 704276051.5), 'current_drift': 14855206.759777438, 'average_drift': 8766812.466229936, 'average_RTT': 136350988.16006812}
{'offset': 356946583.5, 'RTT': 154882907.0, 'smoothed_offset': 14035907.5, 'smoothed_RTT': 27966261.0, 'drop_rate': 4.0, 'current_system_time': (1589168513.0, 900823831.0), 'adjusted_system_time': (1589168513.0, 914859738.5), 'current_drift': 35150241.19617847, 'average_drift': 8778039.457178852, 'average_RTT': 136358874.08297873}
